Date,Name,Year,Letterboxd URI
8/20/21,Jerry Maguire,1996,https://boxd.it/1YNS
8/20/21,Noah Land,2019,https://boxd.it/lEsq
8/23/21,Chungking Express,1994,https://boxd.it/1UDa
9/13/21,Another Round,2020,https://boxd.it/lkba
9/18/21,Enemy,2013,https://boxd.it/5xtO
9/20/21,The Father,2020,https://boxd.it/m8Ie
9/30/21,Shame,2011,https://boxd.it/2CxU
10/4/21,A Heart in Winter,1992,https://boxd.it/Ja0
10/10/21,Cinderella Man,2005,https://boxd.it/29he
10/12/21,Shiva Baby,2020,https://boxd.it/oIv0
10/12/21,The Guilty,2021,https://boxd.it/kOPW
10/12/21,Locke,2013,https://boxd.it/6hHC
10/15/21,Moonrise Kingdom,2012,https://boxd.it/2Wng
10/27/21,Dune,2021,https://boxd.it/fA7G
11/5/21,Scenes from a Marriage,2021,https://boxd.it/wzSU
11/7/21,The Souvenir,2019,https://boxd.it/gXU4
11/21/21,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO
11/28/21,Cinema Paradiso,1988,https://boxd.it/1UlA
12/9/21,A Tale of Winter,1992,https://boxd.it/1WJO
12/9/21,Rush,2013,https://boxd.it/3lyS
12/16/21,"Ana, My Love",2017,https://boxd.it/fesM
12/18/21,When Harry Met Sally...,1989,https://boxd.it/29W2
12/25/21,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/jLP8
1/15/22,Don't Look Up,2021,https://boxd.it/o0Hc
1/20/22,The Social Network,2010,https://boxd.it/17ue
1/21/22,Fantastic Mr. Fox,2009,https://boxd.it/1WyQ
2/24/22,The Worst Person in the World,2021,https://boxd.it/oyws
3/1/22,Brothers,2009,https://boxd.it/20WW
3/15/22,The Power of the Dog,2021,https://boxd.it/m99E
3/15/22,Mulholland Drive,2001,https://boxd.it/297o
4/2/22,The Royal Tenenbaums,2001,https://boxd.it/1YHU
4/16/22,Notting Hill,1999,https://boxd.it/2aeK
4/16/22,The Batman,2022,https://boxd.it/eDGs
4/23/22,CODA,2021,https://boxd.it/tbf4
4/23/22,The Bridges of Madison County,1995,https://boxd.it/29Os
5/6/22,The Shape of Water,2017,https://boxd.it/dZ5m
5/24/22,Mission: Impossible – Fallout,2018,https://boxd.it/bSVc
5/29/22,The Past,2013,https://boxd.it/4Ovg
6/1/22,Gattaca,1997,https://boxd.it/29Du
6/4/22,Burnt,2015,https://boxd.it/9mVg
6/10/22,Godspeed,2022,https://boxd.it/AHcU
7/13/22,Meet Joe Black,1998,https://boxd.it/2aEI
8/8/22,Unfaithful,2002,https://boxd.it/275A
8/8/22,Happening,2021,https://boxd.it/tRts
8/9/22,The Devil's Advocate,1997,https://boxd.it/286k
8/9/22,The Aviator's Wife,1981,https://boxd.it/1srq
9/3/22,The Time Traveler's Wife,2009,https://boxd.it/1xH4
10/5/22,Torment,1994,https://boxd.it/1HMS
10/5/22,The Festival of Troubadours,2022,https://boxd.it/xaKo
10/5/22,Bridget Jones's Diary,2001,https://boxd.it/29WQ
10/5/22,Short Term 12,2013,https://boxd.it/5f6s
10/30/22,Aftersun,2022,https://boxd.it/Arw0
10/31/22,Undine,2020,https://boxd.it/mM3K
10/31/22,Cici,2022,https://boxd.it/CPZu
11/11/22,Come and See,1985,https://boxd.it/1w9q
11/12/22,Triangle of Sadness,2022,https://boxd.it/hXlq
11/16/22,Don't Leave,2022,https://boxd.it/DmyQ
11/16/22,Love & Other Drugs,2010,https://boxd.it/UIi
11/19/22,Force Majeure,2014,https://boxd.it/7UcA
11/20/22,Perfume: The Story of a Murderer,2006,https://boxd.it/28LW
11/22/22,The Square,2017,https://boxd.it/e5YW
11/24/22,Jobs,2013,https://boxd.it/3RcY
11/28/22,Ordinary People,1980,https://boxd.it/1JTm
11/30/22,Dear Diary,1993,https://boxd.it/1vT8
12/1/22,Mad Max: Fury Road,2015,https://boxd.it/2DjO
12/1/22,If I Stay,2014,https://boxd.it/7iM6
12/1/22,Percy Jackson: Sea of Monsters,2013,https://boxd.it/2D8m
12/1/22,Hannah Arendt,2012,https://boxd.it/41I6
12/1/22,Whiplash,2013,https://boxd.it/cJds
12/1/22,Project X,2012,https://boxd.it/neO
12/1/22,In Time,2011,https://boxd.it/FPS
12/1/22,The Skin I Live In,2011,https://boxd.it/99A
12/1/22,TRON: Legacy,2010,https://boxd.it/1Dlo
12/1/22,Hunting Season,2010,https://boxd.it/CXk
12/1/22,Into the Wild,2007,https://boxd.it/22m2
12/1/22,Shrek the Third,2007,https://boxd.it/29yY
12/1/22,Ice Age: Dawn of the Dinosaurs,2009,https://boxd.it/20iC
12/1/22,Night at the Museum: Battle of the Smithsonian,2009,https://boxd.it/1H7U
12/1/22,Magic Carpet Ride,2005,https://boxd.it/1kV8
12/1/22,Pardon,2005,https://boxd.it/1j8
12/1/22,13 Going on 30,2004,https://boxd.it/1X6e
12/1/22,The Weeping Meadow,2004,https://boxd.it/177k
12/1/22,The Bourne Identity,2002,https://boxd.it/26EO
12/1/22,The Lion King II: Simba's Pride,1998,https://boxd.it/1XWu
12/1/22,Oh Where,1975,https://boxd.it/4Wjs
12/1/22,Crimean,2014,https://boxd.it/bBR8
12/1/22,Turkish Ice Cream,2019,https://boxd.it/lEWq
12/1/22,Operation Cicero,2019,https://boxd.it/lcoK
12/1/22,My Father,2017,https://boxd.it/hiaQ
12/1/22,Endless Love,2017,https://boxd.it/gM9m
12/1/22,Sour Apples,2016,https://boxd.it/eXKu
12/1/22,My Mother's Wound,2016,https://boxd.it/dtZ8
12/1/22,Ali Baba and the 7 Dwarfs,2015,https://boxd.it/cHJ2
12/1/22,What's Left of You,2015,https://boxd.it/bg4Y
12/1/22,The Battle of Canakkale,2015,https://boxd.it/aYgW
12/1/22,Ivy,2015,https://boxd.it/a3IY
12/1/22,Ice Cream,2014,https://boxd.it/91eA
12/1/22,Let's Sin,2014,https://boxd.it/7UNG
12/1/22,Wedding Association,2013,https://boxd.it/7ezC
12/1/22,The Long Way Home,2013,https://boxd.it/6O02
12/1/22,A Long Story,2012,https://boxd.it/4t8q
12/1/22,Sen Kimsin?,2012,https://boxd.it/3HlQ
12/1/22,Anatolian Eagles,2011,https://boxd.it/2HjI
12/1/22,Çalgı Çengi,2011,https://boxd.it/1e8
12/1/22,Veda - Atatürk,2010,https://boxd.it/15Cg
12/1/22,Dragon Trap,2010,https://boxd.it/1bC2
12/1/22,Pains of Autumn,2009,https://boxd.it/zDG
12/1/22,Jolly Life,2009,https://boxd.it/ypI
12/1/22,A.R.O.G,2008,https://boxd.it/1xGg
12/1/22,The Ottoman Republic,2008,https://boxd.it/zJu
12/1/22,Cars of the Revolution,2008,https://boxd.it/ypy
12/1/22,120,2008,https://boxd.it/1Vjg
12/1/22,Beyaz Melek,2007,https://boxd.it/1qBy
12/1/22,The Last Ottoman: Knockout Ali,2007,https://boxd.it/uHI
12/1/22,Takva: A Man's Fear of God,2006,https://boxd.it/23IS
12/1/22,"Ice Cream, I Scream",2006,https://boxd.it/2R2W
12/1/22,Heist School,2006,https://boxd.it/1qzM
12/1/22,Valley of the Wolves: Iraq,2006,https://boxd.it/1T1a
12/1/22,Killing the Shadows,2006,https://boxd.it/EyG
12/1/22,15 Minutes Over Low Heat,2006,https://boxd.it/2xvk
12/1/22,"The Class of Chaos 3,5",2006,https://boxd.it/1hhY
12/1/22,G.O.R.A.,2004,https://boxd.it/1sau
12/1/22,Lovelorn,2005,https://boxd.it/1mko
12/1/22,The Chaos Class in the Military,2005,https://boxd.it/1hhE
12/1/22,Vizontele Tuuba,2004,https://boxd.it/3fpq
12/1/22,Vizontele,2001,https://boxd.it/lC0
12/1/22,Güle Güle,2000,https://boxd.it/gbg6
12/10/22,Snatch,2000,https://boxd.it/2b7U
12/28/22,Saraband,2003,https://boxd.it/rkw
12/28/22,Petite Maman,2021,https://boxd.it/s6je
12/28/22,French Kiss,1995,https://boxd.it/2atA
1/1/23,Mare of Easttown,2021,https://boxd.it/u2h8
1/2/23,Oppenheimer,2023,https://boxd.it/wUow
1/2/23,Maudie,2016,https://boxd.it/ceaW
1/2/23,Invictus,2009,https://boxd.it/1zPk
1/2/23,The Banshees of Inisherin,2022,https://boxd.it/p7XS
1/2/23,Truly Madly Deeply,1990,https://boxd.it/1HaY
1/2/23,The King's Man,2021,https://boxd.it/h714
1/2/23,Sicario: Day of the Soldado,2018,https://boxd.it/e4fG
1/9/23,The Man from Earth,2007,https://boxd.it/1Ql2
1/9/23,Love Likes Coincidences 2,2020,https://boxd.it/oyc8
1/9/23,Karakomik Filmler,2019,https://boxd.it/jMsO
1/9/23,Star Wars: The Last Jedi,2017,https://boxd.it/5xme
1/9/23,Smurfs: The Lost Village,2017,https://boxd.it/4pCG
1/9/23,The Twilight Saga: Breaking Dawn – Part 1,2011,https://boxd.it/DdM
1/9/23,Blue Valentine,2010,https://boxd.it/MxG
1/9/23,Twilight,2008,https://boxd.it/1Zui
1/9/23,Money Trap,2019,https://boxd.it/lfkw
1/9/23,Uncut Gems,2019,https://boxd.it/gXGc
1/9/23,Çalgı Çengi: We Are Two,2017,https://boxd.it/g0lu
1/9/23,X-Men: Days of Future Past,2014,https://boxd.it/4aRw
1/9/23,The Twilight Saga: New Moon,2009,https://boxd.it/1Hj2
1/9/23,Transformers,2007,https://boxd.it/280c
1/9/23,The Magician,2006,https://boxd.it/1Qtg
1/9/23,Where's Firuze?,2004,https://boxd.it/396C
1/9/23,About a Boy,2002,https://boxd.it/2aMC
1/9/23,Cem Yılmaz: One Taste One Texture,1999,https://boxd.it/3P0G
1/9/23,Baby's Day Out,1994,https://boxd.it/1Ume
1/9/23,The Chaos Class,1975,https://boxd.it/2Wiq
1/9/23,Sev Kardeşim,1972,https://boxd.it/aBhM
1/9/23,The Chaos Class Failed the Class,1975,https://boxd.it/1iSQ
1/9/23,Our Family,1975,https://boxd.it/6x2q
1/9/23,The Blue Bead,1974,https://boxd.it/2hq4
1/9/23,Oh Olsun,1973,https://boxd.it/3HC8
1/9/23,Piano Girl,2009,https://boxd.it/181M
1/9/23,Delisin,1975,https://boxd.it/fVey
1/9/23,The Wrestler,1984,https://boxd.it/7PYO
1/9/23,Firefly,1975,https://boxd.it/9pfM
1/9/23,Evcilik Oyunu,1975,https://boxd.it/6sOO
1/9/23,The Chaos Class Is Waking Up,1976,https://boxd.it/1jaK
1/9/23,Neşeli Günler,1978,https://boxd.it/x6K
1/9/23,From the Village to the City,1974,https://boxd.it/2BjW
1/9/23,The Chaos Class Is on Vacation,1977,https://boxd.it/1jby
1/9/23,Smiling Eyes,1977,https://boxd.it/4IA
1/9/23,The Chaos Class Is Fretting Over,1979,https://boxd.it/2WhM
1/9/23,Yalancı Yarim,1973,https://boxd.it/3HBO
1/9/23,Arım Balım Peteğim,1970,https://boxd.it/bDO6
1/9/23,Seven Ne Yapmaz,1970,https://boxd.it/9rIQ
1/9/23,Yaşar Ne Yaşar Ne Yaşamaz,1975,https://boxd.it/hIU6
1/9/23,Ayşecik ile Ömercik,1969,https://boxd.it/oLne
1/9/23,Adile Teyze,1983,https://boxd.it/4wlM
1/9/23,Artık Sevmeyeceğim,1968,https://boxd.it/zS1Q
1/9/23,My Dear Brother,1973,https://boxd.it/2P0k
1/9/23,Tosun Pasha,1976,https://boxd.it/15b0
1/9/23,The Foster Brothers,1976,https://boxd.it/1jb4
1/9/23,Davaro,1981,https://boxd.it/1iIG
1/9/23,The Chaos Class: Bye Bye,1981,https://boxd.it/2WhC
1/9/23,Hanzo,1975,https://boxd.it/3syK
1/9/23,Şaban Pabucu Yarım,1985,https://boxd.it/44AY
1/22/23,Gad Elmaleh: American Dream,2018,https://boxd.it/ijT0
1/22/23,Forgotten,2017,https://boxd.it/hAJE
2/5/23,Volver,2006,https://boxd.it/2aQO
2/5/23,The Menu,2022,https://boxd.it/lScm
2/23/23,Babylon,2022,https://boxd.it/mM02
2/26/23,TÁR,2022,https://boxd.it/uNIA
3/3/23,Last Tango in Paris,1972,https://boxd.it/28pw
3/11/23,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/ceBS
3/14/23,The Fabelmans,2022,https://boxd.it/ugoM
3/18/23,A Man Called Otto,2022,https://boxd.it/zl06
3/19/23,The Whale,2022,https://boxd.it/tw4c
4/1/23,The Florida Project,2017,https://boxd.it/dMG0
4/4/23,Taste of Cherry,1997,https://boxd.it/1m8W
4/9/23,Close,2022,https://boxd.it/y4qa
4/28/23,The Dust of Time,2008,https://boxd.it/AFI
4/29/23,Summer 1993,2017,https://boxd.it/fAfK
5/16/23,Burning Days,2022,https://boxd.it/psok
6/4/23,The Talented Mr. Ripley,1999,https://boxd.it/2924
6/10/23,Beautiful Boy,2018,https://boxd.it/g76Q
6/16/23,Normal People,2020,https://boxd.it/q2VY
6/17/23,W.E.,2011,https://boxd.it/2Op4
6/24/23,"Paris, Texas",1984,https://boxd.it/29Ts
6/25/23,Sick of Myself,2022,https://boxd.it/tEzs
7/12/23,Snow and the Bear,2022,https://boxd.it/C6WK
7/21/23,Hit the Road,2021,https://boxd.it/vBVO
7/21/23,All About My Mother,1999,https://boxd.it/2b9c
7/21/23,La Belle Noiseuse,1991,https://boxd.it/1RxI
8/7/23,After Hours,1985,https://boxd.it/1VfS
8/28/23,The Great Beauty,2013,https://boxd.it/5ty6
8/29/23,The Green Knight,2021,https://boxd.it/kuy2
9/1/23,20th Century Women,2016,https://boxd.it/bqU6
9/10/23,This Summer Feeling,2015,https://boxd.it/cOAG
9/13/23,Past Lives,2023,https://boxd.it/oNB8
9/14/23,"Two Days, One Night",2014,https://boxd.it/6A58
9/17/23,Taxi Driver,1976,https://boxd.it/2b8y
9/30/23,The Kid with a Bike,2011,https://boxd.it/5Xc
10/2/23,A Bigger Splash,2015,https://boxd.it/azgs
10/6/23,The Child,2005,https://boxd.it/1TJm
10/12/23,Cloud Atlas,2012,https://boxd.it/2W60
10/16/23,Microphone,2010,https://boxd.it/2QBm
10/27/23,Nelly and Monsieur Arnaud,1995,https://boxd.it/1Ruu
10/29/23,The Death of Stalin,2017,https://boxd.it/ea9Y
11/1/23,Good Morning,1959,https://boxd.it/2lkk
11/2/23,Silence,2016,https://boxd.it/2cAo
11/2/23,Basic Instinct,1992,https://boxd.it/2asM
11/4/23,The Irishman,2019,https://boxd.it/dYOq
11/6/23,Scenes from a Marriage,1974,https://boxd.it/4kJC
11/13/23,Close-Up,1990,https://boxd.it/1m9q
11/21/23,Bihter: A Forbidden Passion,2023,https://boxd.it/ENQk
11/27/23,Last Call for Istanbul,2023,https://boxd.it/Dwfu
11/27/23,Submarine,2010,https://boxd.it/H4a
12/9/23,Fruitvale Station,2013,https://boxd.it/4VRy
12/10/23,Philadelphia,1993,https://boxd.it/1XMk
12/10/23,Atatürk 1881 - 1919,2023,https://boxd.it/IVy2
12/14/23,"Oslo, August 31st",2011,https://boxd.it/2xQC
12/14/23,Insomnia,2002,https://boxd.it/2aB0
12/14/23,About Dry Grasses,2023,https://boxd.it/oNbO
12/14/23,11.22.63,2016,https://boxd.it/bFV4
12/17/23,I Know This Much Is True,2020,https://boxd.it/pVeo
12/20/23,Loveless,2017,https://boxd.it/fcFa
12/23/23,La Cérémonie,1995,https://boxd.it/287C
12/27/23,Where Is the Friend's House?,1987,https://boxd.it/ELg
1/2/24,Tiny Beautiful Things,2023,https://boxd.it/FYIS
1/2/24,Afire,2023,https://boxd.it/y06K
1/2/24,Leila's Brothers,2022,https://boxd.it/Aly0
1/4/24,Capernaum,2018,https://boxd.it/iM3s
1/11/24,Mirror,1975,https://boxd.it/28Q8
1/13/24,"The Boy, the Mole, the Fox and the Horse",2022,https://boxd.it/BBT6
1/31/24,May December,2023,https://boxd.it/vEE2
2/4/24,Priscilla,2023,https://boxd.it/Cz3k
2/4/24,Losers' Club,2011,https://boxd.it/gxE
2/4/24,Husbands and Wives,1992,https://boxd.it/1pIe
2/8/24,Three Colours: Blue,1993,https://boxd.it/2b7K
2/8/24,Three Colours: Red,1994,https://boxd.it/2b7q
2/9/24,Three Colours: White,1994,https://boxd.it/2b7A
2/9/24,Anatomy of a Fall,2023,https://boxd.it/yuDE
2/12/24,Damage,1992,https://boxd.it/1URm
2/14/24,Perfect Days,2023,https://boxd.it/ATh8
3/7/24,A Round of Applause,2024,https://boxd.it/LJq2
3/12/24,Monster,2023,https://boxd.it/DJEM
4/7/24,The Usual Suspects,1995,https://boxd.it/29XE
4/17/24,The Broken Circle Breakdown,2012,https://boxd.it/4pHm
4/23/24,The Zone of Interest,2023,https://boxd.it/gJsA
4/26/24,Baby Reindeer,2024,https://boxd.it/MwSa
4/26/24,Manhattan,1979,https://boxd.it/29Na
4/29/24,A Man and a Woman,1966,https://boxd.it/Wb6
5/9/24,Sing Street,2016,https://boxd.it/cOo6
5/11/24,A Summer's Tale,1996,https://boxd.it/183e
5/29/24,CM101MMXI Fundamentals,2013,https://boxd.it/52TQ
5/29/24,Do Not Disturb,2023,https://boxd.it/Bfxs
5/29/24,The Life and Movies of Erşan Kuneri,2022,https://boxd.it/BhEA
5/29/24,CMYLMZ,2008,https://boxd.it/2Pse
5/29/24,Karakomik Filmler 2,2020,https://boxd.it/IKM8
6/1/24,Everything's Gonna Be Great,1998,https://boxd.it/2R36
6/17/24,Sharp Objects,2018,https://boxd.it/j3NM
7/6/24,All of Us Strangers,2023,https://boxd.it/Bz3C
7/7/24,Victoria,2015,https://boxd.it/amSe
7/16/24,Pauline at the Beach,1983,https://boxd.it/1WC4
7/27/24,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G
8/12/24,The Godfather,1972,https://boxd.it/2aNK
8/12/24,Inside Out 2,2024,https://boxd.it/CFrC
9/2/24,Children of Men,2006,https://boxd.it/1Y2i
9/2/24,Killers of the Flower Moon,2023,https://boxd.it/gHp0
9/30/24,Seagrass,2023,https://boxd.it/GFj2
11/17/24,A Nos Amours,1983,https://boxd.it/271I
11/18/24,Kramer vs. Kramer,1979,https://boxd.it/h0w
12/14/24,A Real Pain,2024,https://boxd.it/CjNG
12/20/24,Full Metal Jacket,1987,https://boxd.it/2a1Q
12/23/24,Kung Fu Panda 4,2024,https://boxd.it/CepE
12/24/24,Spirit: Stallion of the Cimarron,2002,https://boxd.it/1Zmo
12/24/24,The Adventures of Tintin,2011,https://boxd.it/1Irc
12/24/24,Rango,2011,https://boxd.it/QPk
12/24/24,The Emperor's New Groove,2000,https://boxd.it/1Tey
12/24/24,Lilo & Stitch,2002,https://boxd.it/1TAY
12/24/24,Meet the Robinsons,2007,https://boxd.it/28Ym
12/24/24,Moana,2016,https://boxd.it/8tfY
12/24/24,Brother Bear,2003,https://boxd.it/1Xjs
12/24/24,Once Upon a Snowman,2020,https://boxd.it/rOlG
12/24/24,Puss in Boots,2011,https://boxd.it/eL34
12/24/24,Turbo,2013,https://boxd.it/2Hzw
12/24/24,The Polar Express,2004,https://boxd.it/23am
12/24/24,Pinocchio,1940,https://boxd.it/1V8C
12/24/24,Peter Pan,1953,https://boxd.it/1VCC
12/24/24,Beauty and the Beast,1991,https://boxd.it/1XhG
12/24/24,Aladdin,1992,https://boxd.it/29yE
12/25/24,Don't Let Them Shoot the Kite,1989,https://boxd.it/Ff6
1/12/25,The Hours,2002,https://boxd.it/2a3s
1/12/25,Minority Report,2002,https://boxd.it/2aWi
1/14/25,Training Day,2001,https://boxd.it/27A4
2/10/25,Lost in Translation,2003,https://boxd.it/2b0E
2/10/25,Godard Mon Amour,2017,https://boxd.it/eGLK
2/21/25,A Complete Unknown,2024,https://boxd.it/oBYa
2/21/25,Like a Son,2023,https://boxd.it/FcPw
2/26/25,The Brutalist,2024,https://boxd.it/k4BO
3/3/25,Wander to Wonder,2023,https://boxd.it/HKxU
3/3/25,In the Shadow of the Cypress,2023,https://boxd.it/HKzc
3/3/25,Beautiful Men,2023,https://boxd.it/HMpe
3/3/25,Yuck!,2024,https://boxd.it/KjJK
3/3/25,Magic Candies,2024,https://boxd.it/LzfI
3/7/25,I'm Not a Robot,2023,https://boxd.it/IGTE
3/7/25,The Last Ranger,2024,https://boxd.it/OdS0
3/7/25,Anuja,2024,https://boxd.it/PHoQ
3/7/25,The Man Who Could Not Remain Silent,2024,https://boxd.it/MLW2
3/7/25,A Lien,2023,https://boxd.it/Gk7Y
3/8/25,Trainspotting,1996,https://boxd.it/29XY
4/7/25,Adolescence,2025,https://boxd.it/TFGw
4/7/25,The Friend,2024,https://boxd.it/J0BU
4/21/25,I'm Still Here,2024,https://boxd.it/BPEO
4/22/25,My Life as a Zucchini,2016,https://boxd.it/dL2y
4/22/25,Moonlight,2016,https://boxd.it/d6bE
4/22/25,The Ballad of Wallis Island,2025,https://boxd.it/GqT0
4/26/25,My Neighbor Totoro,1988,https://boxd.it/20eA
5/26/25,La Haine,1995,https://boxd.it/2as8
5/29/25,In the Mood for Love,2000,https://boxd.it/29tE
6/1/25,Ghost Trail,2024,https://boxd.it/BQDs
6/3/25,The Battle of Algiers,1966,https://boxd.it/1IRY
6/23/25,The Phoenician Scheme,2025,https://boxd.it/H0Ca
6/30/25,Irreversible,2002,https://boxd.it/29as
7/1/25,Frances Ha,2012,https://boxd.it/41Xg
7/2/25,Raising Arizona,1987,https://boxd.it/2avQ
7/4/25,The Darjeeling Limited,2007,https://boxd.it/24as
7/5/25,Following,1998,https://boxd.it/1Tj4
7/9/25,Kes,1969,https://boxd.it/1Qi8
7/10/25,Senna,2010,https://boxd.it/kfE
7/12/25,"I, Daniel Blake",2016,https://boxd.it/d0xa
7/18/25,The Reader,2008,https://boxd.it/20Dq
7/22/25,The Time That Remains,2009,https://boxd.it/QP0
7/24/25,Materialists,2025,https://boxd.it/GZlW
7/26/25,Memories of Murder,2003,https://boxd.it/1TSo
8/2/25,The Things of Life,1970,https://boxd.it/25oU
8/3/25,The Sacrifice,1986,https://boxd.it/1xg8
8/5/25,Hiroshima Mon Amour,1959,https://boxd.it/22WY
8/7/25,Decalogue VI,1989,https://boxd.it/3WlQ
8/7/25,The Night Of,2016,https://boxd.it/eC1I
8/7/25,The Masked Gang: Iraq,2007,https://boxd.it/etDe
8/7/25,Kutsal Damacana,2007,https://boxd.it/wTw
8/7/25,Keloglan Vs. The Dark Prince,2006,https://boxd.it/1jdE
8/7/25,Vali,2009,https://boxd.it/18m6
8/7/25,20 Minutes,2013,https://boxd.it/zfKM
8/7/25,You're My Home,2012,https://boxd.it/4xfq
8/7/25,Innocent,2017,https://boxd.it/x4Ja
8/7/25,Recep Ivedik,2008,https://boxd.it/1jX8
8/7/25,Recep Ivedik 2,2009,https://boxd.it/1jWY
8/7/25,Recep Ivedik 3,2010,https://boxd.it/1gnQ
8/7/25,When They See Us,2019,https://boxd.it/kbJU
8/7/25,Once Upon a Time... in Hollywood,2019,https://boxd.it/gH0O
8/7/25,John Wick,2014,https://boxd.it/7dEc
8/7/25,The Girl with the Red Scarf,1977,https://boxd.it/1ja6
8/7/25,The Undoing,2020,https://boxd.it/rlRo
8/8/25,The Lives of Others,2006,https://boxd.it/2a4A
8/9/25,Groundhog Day,1993,https://boxd.it/2b3e
8/9/25,"sex, lies, and videotape",1989,https://boxd.it/28Oc
8/10/25,Cure,1997,https://boxd.it/1blA
8/10/25,The Wonderful Story of Henry Sugar,2023,https://boxd.it/yNyo
8/12/25,Ulysses' Gaze,1995,https://boxd.it/1ApC
8/13/25,Landscape in the Mist,1988,https://boxd.it/JRy
8/15/25,9½ Weeks,1986,https://boxd.it/1XaA
8/15/25,Breathless,1960,https://boxd.it/2aIK
8/28/25,Decalogue I,1989,https://boxd.it/3WmE
8/28/25,The Fall,2006,https://boxd.it/1NoM
9/24/25,Ray,2004,https://boxd.it/28km
10/31/25,Frankenstein,2025,https://boxd.it/Ecsg
10/31/25,Decalogue II,1989,https://boxd.it/C8Q
11/4/25,The 400 Blows,1959,https://boxd.it/2b1C
11/6/25,Nouvelle Vague,2025,https://boxd.it/LLLQ
11/8/25,Pierrot le Fou,1965,https://boxd.it/26j2
11/19/25,Decalogue III,1989,https://boxd.it/3Wmu
11/19/25,It Was Just an Accident,2025,https://boxd.it/TX2k
11/19/25,The White Ribbon,2009,https://boxd.it/17eU
11/20/25,Rebuilding,2025,https://boxd.it/JYjm
11/24/25,There Will Be Blood,2007,https://boxd.it/20Z2
11/26/25,Jay Kelly,2025,https://boxd.it/EsWw
12/2/25,"Paris, 13th District",2021,https://boxd.it/s0Ky
12/2/25,The Wind That Shakes the Barley,2006,https://boxd.it/293Q
12/4/25,"The Tree, the Mayor and the Mediatheque",1993,https://boxd.it/4lEI
12/6/25,Leviathan,2014,https://boxd.it/7Ub8
12/9/25,A Short Film About Killing,1988,https://boxd.it/1VtK
12/10/25,The Return,2003,https://boxd.it/1UpM
12/11/25,That Obscure Object of Desire,1977,https://boxd.it/22zg
12/13/25,La Grazia,2025,https://boxd.it/RLHm
12/14/25,The Banishment,2007,https://boxd.it/1wk4
12/14/25,Mystery,2011,https://boxd.it/7gl8
12/15/25,Blind Chance,1987,https://boxd.it/2b4G
12/16/25,Sentimental Value,2025,https://boxd.it/GwcG
12/19/25,Atropia,2025,https://boxd.it/L5Km
12/22/25,Decalogue IV,1989,https://boxd.it/C8w
12/25/25,Elena,2011,https://boxd.it/2I9u
12/26/25,Ernest & Celestine,2012,https://boxd.it/493A
12/27/25,The Town,2025,https://boxd.it/ZCeQ
1/11/26,Persona,1966,https://boxd.it/29B4
1/11/26,"Synecdoche, New York",2008,https://boxd.it/23zw
1/18/26,Die My Love,2025,https://boxd.it/D5cI
1/18/26,A Ghost Story,2017,https://boxd.it/fb0K
1/24/26,Marty Supreme,2025,https://boxd.it/Off0
2/14/26,Wuthering Heights,2026,https://boxd.it/OdIa
2/17/26,The Secret Agent,2025,https://boxd.it/KkUE
2/17/26,Hamnet,2025,https://boxd.it/woVy
2/17/26,Andrei Rublev,1966,https://boxd.it/29lg
2/17/26,Father Mother Sister Brother,2025,https://boxd.it/HRoU
2/18/26,Sinners,2025,https://boxd.it/KQMM
2/22/26,Museum of Innocence,2026,https://boxd.it/10YUc
3/11/26,Punch-Drunk Love,2002,https://boxd.it/20E4
3/11/26,Eyes Wide Shut,1999,https://boxd.it/2axs
3/14/26,One Battle After Another,2025,https://boxd.it/DUHM
3/23/26,The Diving Bell and the Butterfly,2007,https://boxd.it/27Di